user_id,id,title,title_nlp,title_lang,abstract_text,abstract_text_nlp,abstract_text_lang,no_coauthors,publication_type,d_oi,w_os,keywords,keywords_nlp,keywords_lang,authors,authors_nlp,local_keywords,abstract_lang
549,34776,"Development of Cutting Forces and Surface Roughness Prediction Models for Turning a CoCrWNi Alloy","development cut force surface roughness prediction model turn cocrwni alloy",en,"This paper presents a research conducted in order to identify the cutting parameters effect on turning cutting forces and on the resulted machined surface quality for a CoCrWNi alloy. This alloy is a biomaterial used in medical applications for implants manufacturing. The main objective of the research is the development of prediction models for the turning cutting forces and the Ra roughness parameter for dry longitudinal turning with TiAlN PVD coated inserts. In order to achieve this objective, thirteen processing experiments were carried out, during which the cutting forces and roughness parameters were registered. The research results consist of the prediction models for cutting forces and Ra roughness parameter.","paper present research conduct order identify cut parameter effect turn cut force result machine surface quality cocrwni alloy alloy be biomaterial use medical application implant manufacture main objective research be development prediction model turning cutting force ra roughness parameter dry longitudinal turn tialn pvd coat insert order achieve objective thirteen process experiment be carry out cutting force roughness parameter be register research result consist prediction model cut force ra roughness parameter",en,2,proceedings-article,10.4028/www.scientific.net/msf.957.148,,"turning cutting forces,the cutting,cutting forces and,the research","turn cut force cut cutting force research",en,"Manuela Roxana, DIJMARESCU; Petre Gheorghe, TIRIPLICA",NULL,"force,roughness,cocrwni alloy,parameter,prediction,research,model,development of prediction model,medical application for implant,surface roughness prediction model,insert in order,turning cutting force,ra roughness parameter,research result consist,cutting,parameter effect,roughness parameter,prediction model,surface quality,main objective,tialn pvd,objective thirteen,development,paper,order,alloy,experiment",en
367,34890,"USE OF NANO-ANATASE IN DEGRADATION OF HETEROCYCLIC DYES FROM WATERS","use nano anatase degradation heterocyclic dye water",ja,"The presence of heterocyclic dyes as refractory pollutants into wastewaters represent a serious problem of the biodegradability of the waters. The photocatalytic activity and chemistry surface of nano-anatase as photoacatalyst become more and more attractive option for degradation process. Thus, the steps of the synthesis, characterization and applications are necessary being investigated in detail. The production of a single–controlled phase as anatase was synthesized due its strong photocatalytic properties. The morphology, size and elemental composition were monitored by scanning electron microscopy [SEM] and Energy dispersive X-ray spectroscopy [EDS]. In order to identify the crystal structure, X-ray diffraction [XRD] was used and Zeta potential measurements were used for estimating agglomeration tendency and surface stability. The photocatalytic activity of nano-anatase was evaluated by measuring the degradation tendency of methylene blue. Good results were achieved regarding the degradation efficiency.","presence heterocyclic dye refractory pollutant wastewater represent serious problem biodegradability water photocatalytic activity chemistry surface nano anatase photoacatalyst become more more attractive option degradation process thus step synthesis characterization application be necessary be investigate detail production single controlled phase anatase be synthesize due strong photocatalytic property morphology size elemental composition be monitor scan electron microscopy sem energy dispersive x ray spectroscopy ed order identify crystal structure x ray diffraction xrd be use zeta potential measurement be use estimate agglomeration tendency surface stability photocatalytic activity nano anatase be evaluate measure degradation tendency methylene blue good result be achieve regard degradation efficiency",en,7,journal-article,,000487215400017,"nano-anatase, heterocyclic dye, photocatalytic activity","nano anatase heterocyclic dye photocatalytic activity",en,"Claudia Ionela, Tarcea; Cristian, Predescu; Ecaterina, Mater; Andra Mihaela, Predescu; Maria, Rapa; Andreea, Turcanu",NULL,"nano anatase,anatase,degradation,x ray,heterocyclic dye,dye,dye as refractory,anatase in degradation of heterocyclic dye from water,ray,heterocyclic dye as refractory pollutant into wastewater,presence of heterocyclic dye as refractory pollutant,chemistry surface of nano anatase as photoacatalyst,nano anatase in degradation of heterocyclic dye,use of nano anatase in degradation,x ray spectroscopy ed in order,attractive option for degradation process,single controlled phase as anatase,photocatalytic activity of nano anatase,crystal structure x ray diffraction,dispersive x ray spectroscopy ed,energy dispersive x ray spectroscopy,dispersive x,refractory,degradation tendency of methylene,methylene blue good result,surface,water,anatase as photoacatalyst,electron microscopy sem,ray diffraction xrd,strong photocatalytic property,zeta potential measurement,dye as refractory pollutant,heterocyclic dye as refractory,spectroscopy,anatase in degradation,x ray spectroscopy,synthesis characterization,morphology size,crystal structure,agglomeration tendency,surface stability,degradation efficiency,serious problem,photocatalytic activity,elemental composition,surface of nano anatase,degradation of heterocyclic dye,pollutant,photoacatalyst,crystal,structure,dispersive x ray,option,phase,activity,tendency,option for degradation,ed,nano anatase as photoacatalyst,presence of heterocyclic dye,spectroscopy ed,controlled phase,presence,wastewater,biodegradability,chemistry,step,application,detail,production,energy,result,pollutant into wastewater,phase as anatase,dye from water,crystal structure x,energy dispersive x",en
69156,34907,"Processing open text input in a scripted communication scenario–Extended abstract–","process open text input scripted communication scenario extend abstract",en,"Serious games often employ pre-scripted dialogues and interactions with a player; in contrast to free user input that enables deeper immersion. In this paper we explore possibilities for interactive natural language dialogue in a serious game by combining Natural Language Processing (NLP) techniques with dialogue management. Our game learning environment has a communication scenario editor in which a domain expert develops a structured, scripted scenario as a sequence of potential interactions. A communication scenario is context-specific and often follows a protocol-for instance, delivering bad news to a patient. Currently, a player navigates through a simulation and converses with a virtual character by choosing a statement option from one of the prescripted player statements, at each step in the simulation. We develop a scenario-specific corpus method (SSCM) to process open responses (ie natural language inputs) in our learning environment. We conduct an experiment to collect data for comparing SSCM against multiple NLP methods, and another experiment to investigate if framing can improve processing open-text input using SSCM in a communication simulation.","serious game often employ pre script dialogue interaction player contrast free user input enable deep immersion paper explore possibility interactive natural language dialogue serious game combine natural language processing nlp technique dialogue management game learning environment have communication scenario editor domain expert develop structured scripted scenario sequence potential interaction communication scenario be context specific often follow protocol instance deliver bad news patient currently player navigate simulation converse virtual character choose statement option prescripted player statement step simulation develop scenario specific corpus method sscm process open response ie natural language input learning environment conduct experiment collect data compare sscm multiple nlp method experiment investigate framing improve processing open text input use sscm communication simulation",en,11,proceedings-article,,,"a communication scenario,a player,we,natural language","communication scenario player natural language",en,"Raja, LALA; Johan, JEURING; FPM, HEEMSKERK; Marcell van, GEEST; Jordy van, DORTMONT; Gabriel, GUTU-ROBU; Stefan, RUSETI; Dascalu, MIHAI; Beatrice, ALEX; Richard, TOBIN",NULL,"natural language,scenario,language,input,communication,communication scenario,serious game,dialogue,language processing nlp technique with dialogue,possibility for interactive natural language dialogue,processing,sscm,method,sscm against multiple nlp method,natural language processing nlp technique,scenario specific corpus method sscm,language processing,corpus,technique with dialogue management,sequence of potential interaction,processing open text input,corpus method,specific corpus,text,open text,game,player,simulation,experiment,player in contrast,protocol for instance,game learning environment,communication scenario editor,natural language input,open text input,scripted communication scenario,structured scripted scenario,user input,domain expert,statement option,player statement,text input,communication simulation,deep immersion,bad news,virtual character,open response,interaction,environment,language processing nlp,nlp,specific corpus method,interactive natural language,language dialogue,nlp technique,pre,paper,technique,patient,converse,statement,step,data,framing,abstract,corpus method sscm,natural language dialogue,natural language processing,scenario specific corpus",en
736,36350,"A 77-dB Dynamic Range, 7.5-MHz Hybrid Continuous-Time/Discrete-Time Cascaded $\Sigma \Delta$ Modulator","db dynamic range mhz hybrid continuous time discrete time cascade sigma delta modulator",en,,,NULL,0,journal-article,10.1109/jssc.2008.917499,NULL,"dynamic range","dynamic range",en,"Scott D., Kulchycki; Roxana, Trofin; Katelijn, Vleugels; Bruce A., Wooley",NULL,NULL,NULL
916,36492,"Chain Store Against Manufacturers: Regulation Can Mitigate Market Distortion","chain store manufacturer regulation mitigate market distortion",en,NULL,none,NULL,5,book-chapter,10.1007/978-3-319-44914-2_38,NULL,NULL,none,NULL,"Igor, Bykadorov; Andrea, Ellero; Stefania, Funari; Sergey, Kokovin; Marina, Pudova",NULL,NULL,NULL
916,36493,"An evolutionary approach to preference disaggregation in a MURAME-based creditworthiness problem","evolutionary approach preference disaggregation murame base creditworthiness problem",en,NULL,none,NULL,3,journal-article,10.1016/j.asoc.2014.12.003,NULL,NULL,none,NULL,"Marco, Corazza; Stefania, Funari; Riccardo, Gusso",NULL,NULL,NULL
916,36494,"Constant and variable returns to scale DEA models for socially responsible investment funds","constant variable return scale dea model socially responsible investment fund",en,NULL,none,NULL,2,journal-article,10.1016/j.ejor.2013.11.024,NULL,NULL,none,NULL,"Antonella, Basso; Stefania, Funari",NULL,NULL,NULL
916,36495,"DEA models with a constant input for SRI mutual funds with an application to European and Swedish funds","dea model constant input sri mutual fund application european swedish fund",en,NULL,none,NULL,2,journal-article,10.1111/itor.12092,NULL,NULL,none,NULL,"Antonella, Basso; Stefania, Funari",NULL,NULL,NULL
916,36496,"A Methodological Proposal for an Evolutionary Approach to Parameter Inference in MURAME-Based Problems","methodological proposal evolutionary approach parameter inference murame base problem",en,NULL,none,NULL,3,book-chapter,10.1007/978-3-319-04129-2_8,NULL,NULL,none,NULL,"Marco, Corazza; Stefania, Funari; Riccardo, Gusso",NULL,NULL,NULL
916,36497,"Building a Global Performance Indicator to Evaluate Academic Activity Using Fuzzy Measures","build global performance indicator evaluate academic activity use fuzzy measure",en,NULL,none,NULL,4,book-chapter,10.1007/978-3-642-35467-0_23,NULL,NULL,none,NULL,"Marta, Cardin; Marco, Corazza; Stefania, Funari; Silvio, Giove",NULL,NULL,NULL
916,36498,"A Fuzzy-based Scoring Rule for Author Ranking - An Alternative of h-index","fuzzy base scoring rule author rank alternative h index",en,NULL,none,NULL,4,proceedings-article,10.3233/978-1-60750-972-1-36,NULL,NULL,none,NULL,", Marta Cardin; , Marco Corazza; , Stefania Funari; , Silvio Giove",NULL,NULL,NULL
916,36499,"Dinkelbach Approach to Solving a Class of Fractional Optimal Control Problems","dinkelbach approach solve class fractional optimal control problem",en,NULL,none,NULL,4,journal-article,10.1007/s10957-009-9540-5,NULL,NULL,none,NULL,"I., Bykadorov; A., Ellero; S., Funari; E., Moretti",NULL,NULL,NULL
916,36500,"An interval portfolio selection problem based on regret function","interval portfolio selection problem base regret function",en,NULL,none,NULL,3,journal-article,10.1016/j.ejor.2004.05.030,NULL,NULL,none,NULL,"Silvio, Giove; Stefania, Funari; Carla, Nardelli",NULL,NULL,NULL
916,36501,"Measuring the performance of ethical mutual funds: a DEA approach","measure performance ethical mutual fund dea approach",en,NULL,none,NULL,2,journal-article,10.1057/palgrave.jors.2601541,NULL,NULL,none,NULL,"A, Basso; S, Funari",NULL,NULL,NULL
916,36502,"A data envelopment analysis approach to measure the mutual fund performance","data envelopment analysis approach measure mutual fund performance",en,NULL,none,NULL,2,journal-article,10.1016/s0377-2217(00)00311-8,NULL,NULL,none,NULL,"Antonella, Basso; Stefania, Funari",NULL,NULL,NULL
69156,37603,"Studies upon the execution of the materials puncture inlet opening chemical metallizing","study execution material puncture inlet open chemical metallizing",en,"The short presentation of the YAG:Nd laser's parameters is followed by phenomena that take place at the intersection of the laser radiation with the material to be processed. The laser induced temperature distribution, the parameters that condition the laser process use, the factors that influence the precision of the laser operation, and the technological particularities on the puncture, are problems dealt with before the experimental research's results. The abstract presents a method of selective chemical metallizing of the puncture made in ceramics, as well as application areas and advantages of the laser puncture.","short presentation yag laser s parameter be follow phenomenon take place intersection laser radiation material be process laser induced temperature distribution parameter condition laser process factor influence precision laser operation technological particularity puncture be problem dealt experimental research s result abstract present method selective chemical metallizing puncture make ceramic as well application area advantage laser puncture",en,4,proceedings-article,10.1117/12.378673,000086320700032,"laser, chemical metallizing, ceramic","laser chemical metallizing ceramic",en,"E, Petrescu; P, Penciou; C, Petrescu; M, Catrinciuc",NULL,NULL,NULL
916,38528,"The dynamic concept of resistance structures","dynamic concept resistance structure",en,NULL,none,NULL,6,proceedings-article,NULL,NULL,"Concentration (process);  Manufacture, Digital map;  Dynamic concepts;  Flow concentrator;  Seismic risk;  Software solution;  Static loads;  Wind load, Earthquakes","concentration process manufacture digital map dynamic concept flow concentrator seismic risk software solution static load wind load earthquake",en,"Funar, S.P.; Gheorghiu, H.; Rosu, N.; Popa, C.L.; Patrascu, G.; Ignatov, M.S.",NULL,NULL,NULL
367,43195,"Synthesis of a magnetic composite for environmental engineering application","synthesis magnetic composite environmental engineering application",en,"A Fe3O4 @ SiO2 @ TiO2 composite type was obtained using two synthesis methods in order to select the optimal method for future environmental applications, especially for the degradation of organic pollutants compounds found in water. Thus, a nanostructured magnetic core of Fe3O4 was coated with a SiO2 protective layer and subsequently functionalized using a Ti precursor. The functionalization process was developed both by the hydrothermal method (to obtain Fe3O4 @ SiO2 @ TiO2-A) and by the sol-gel method, followed by evaporation (to obtain Fe3O4 @ SiO2 @ TiO2-E). In both cases, the material was calcinated at 550 degrees C to obtain the stable form of anatase, known for its photocatalytic properties. It was found, following structural, morphological and stability investigations, that a composite with well-controlled homogeneity was obtained in the case of Fe3O4 @ SiO2 @ TiO2-E having also a …","fe3o4 sio2 tio2 composite type be obtain use synthesis method order select optimal method future environmental application especially degradation organic pollutant compound find water thus nanostructured magnetic core fe3o4 be coat sio2 protective layer subsequently functionalized use ti precursor functionalization process be develop hydrothermal method obtain fe3o4 sio2 tio2 sol gel method follow evaporation obtain fe3o4 sio2 tio2 e case material be calcinated degree c obtain stable form anatase know photocatalytic property be find follow structural morphological stability investigation composite well control homogeneity be obtain case fe3o4 sio2 tio2 e have also",en,7,journal-article,,000502552300004,"Magnetic composite,Photocatalyst,Silicon oxide,Titanium dioxide","magnetic composite photocatalyst silicon titanium dioxide",en,"Matei, Ecaterina; Covaliu, Cristina Ileana; Predescu, Andra; Coman, George; Dragan, Claudia; Niu, Cristian Vasile; Predescu, Cristian",NULL,"sio tio,feo sio tio,sio,feo sio,tio,method,case of feo sio tio e,magnetic composite for environmental engineering application,application,feo,nanostructured magnetic core of feo,method for future environmental application,feo sio tio composite type,case,synthesis method in order,stable form of anatase,degradation of organic pollutant,environmental engineering,engineering,case of feo,sol gel method,sio protective layer,ti precursor,functionalization process,stability investigation,engineering application,composite type,optimal method,hydrothermal method,photocatalytic property,composite for environmental engineering,type,synthesis,composite,core,environmental application,case of feo sio,magnetic core,water,evaporation,material,degree,homogeneity,core of feo,sio tio e,environmental engineering application,tio composite type",en
549,59708,"Electrochemical evaluation of the stability of ceramic nanostructured titanium oxide layers in Ringer solution","electrochemical evaluation stability ceramic nanostructured titanium oxide layer ringer solution",en,"The paper presents the results of the stability evaluation by electrochemical polarization of experimental samples in a synthetic biological electrolyte, the Ringer solution. The cyclic voltammetry and the transmission electronic microscopy investigations show that the anodically oxidized and thermally untreated samples posses a thin, nanostructured, stable oxidic layer, with an ohmic behavior in the case of TA6V4 alloy. Titanium shows a typical behavior of electrochemically passivating metal, by polarization being evidenced a critical passivation potential with a corresponding critical current and a passivity domain characterized by a reduced passivity current. The electrochemical reactivity of the samples is unfavorably raised by thermal processing at 350 and 600 degrees C in air, when the presence of detrimental anatase in the layers is evidenced by X-ray diffraction analysis. The same analysis shows that the favorable rutille appears in the the oxidic layer at 600 degrees C, but it predominates or even becomes exclusive after the thermal treatment in air at 770 degrees C. The thermochemical treatment at this temperature and the resulted crystalline nanostructures ensure an increase of the interface stability and an improvement of the ohmic behavior and biocompatibility characteristics for the oxidic layers achieved by following an anodic oxidation formula, both on titanium and its alloy.","paper present result stability evaluation electrochemical polarization experimental sample synthetic biological electrolyte ringer solution cyclic voltammetry transmission electronic microscopy investigation show anodically oxidize thermally untreated sample posses thin nanostructured stable oxidic layer ohmic behavior case ta6v4 alloy titanium show typical behavior electrochemically passivating metal polarization be evidence critical passivation potential corresponding critical current passivity domain characterize reduced passivity current electrochemical reactivity sample be unfavorably raise thermal processing degree c air presence detrimental anatase layer be evidence x ray diffraction same analysis show favorable rutille appear oxidic layer degree c predominate even becomes exclusive thermal treatment air degree c thermochemical treatment temperature resulted crystalline nanostructures ensure increase interface stability improvement ohmic behavior biocompatibility characteristic oxidic layer achieve follow anodic oxidation formula titanium alloy",en,5,journal-article,NULL,000281042700028,"Biomaterials, Titanium, Anodization, Cyclic voltammetry, Anatase, Rutile, X-Ray Diffractometry","biomaterials titanium anodization cyclic voltammetry anatase rutile x ray diffractometry",en,"I., Roman; C., Fratila; E., Vasile; A., Petre; M. -L., Soare",NULL,"layer,titanium,oxidic layer,ringer solution,ohmic behavior,evaluation by electrochemical polarization of experimental sample,thermal treatment in air at degree,titanium oxide layer in ringer solution,stability of ceramic nanostructured titanium oxide,sample,nanostructured titanium,case of tav alloy titanium,stability evaluation by electrochemical polarization,ceramic nanostructured titanium oxide layer,thin nanostructured stable oxidic layer,degree,stability,alloy,oxidic layer at degree,presence of detrimental anatase,transmission electronic microscopy investigation,titanium oxide,solution,air,evaluation,polarization,treatment,oxide,metal by polarization,x ray diffraction,critical passivation potential,same analysis show,resulted crystalline nanostructures,anodic oxidation formula,synthetic biological electrolyte,passivity domain,interface stability,biocompatibility characteristic,cyclic voltammetry,untreated sample,typical behavior,reduced passivity,electrochemical reactivity,thermal processing,favorable rutille,thermochemical treatment,behavior,nanostructured titanium oxide,ceramic nanostructured titanium,microscopy,treatment in air,electrochemical polarization,layer in ringer solution,electronic microscopy,tav alloy,electrochemical evaluation,paper,result,investigation,passivity,becomes,temperature,increase,improvement",en
916,61108,"METHOD OF ASSESSING COMPLIANCE WITH OCCUPATIONAL HEALTH AND SAFETY STANDARDS IN HIGHER TECHNICAL EDUCATION","method assess compliance occupational health safety standard high technical education",en,"In the advanced statistical theories in risk assessment, presents a more elaborate definition of risk ``risk distribution results reflect possible variations, probability and subjective values.'' Referring to quantify these risks are further specifies that ``risk measurement is done by non-linearity analysis revealed the utility of money, either by varying the probability distribution of possible gains and losses for each particular.","advanced statistical theory risk assessment present more elaborate definition risk risk distribution result reflect possible variation probability subjective value refer quantify risk be further specifies risk measurement be do non linearity analysis reveal utility money vary probability distribution possible gain loss particular",en,4,proceedings-article,NULL,000306939900095,distribution;probability;risk,"distribution probability risk",en,"Marilena, Gheorghe; Gheorghe, Solomon; Stefan Petru, Funar; Madalina Silvia, Ignatov",NULL,"risk,definition of risk risk,definition of risk,definition of risk risk distribution result,elaborate definition of risk risk distribution,advanced statistical theory in risk assessment,theory in risk,definition,probability distribution of possible gain,standard in high technical education,theory,compliance with occupational health,statistical theory,elaborate definition,distribution,utility of money,possible variation probability,non linearity analysis,safety standard,subjective value,further specifies,statistical theory in risk,probability,elaborate definition of risk risk,theory in risk assessment,elaborate definition of risk,risk distribution,assessment,measurement,gain,loss,particular,method,education,advanced statistical theory",en
916,61109,"THE MANAGEMENT SYSTEM IMPLEMENTATION IN TECHNICAL UNIVERSITY IN THE FIELD OF SECURITY AND HEALTH AT WORK, PROCESS FOR QUALITY IMPROVEMENT IN STUDENTS TRAINING","management system implementation technical university field security health work process quality improvement student train",en,"Law number 319/2006 specifies the requirements that must be observed by all Romanian institutions, therefore educational institutions included. Risk evaluation in the education process for students as well as for teachers represents a legal requirement that must be observed. In IMST faculty, from Polytechnica University, of Bucharest, the practical classes (laboratories, practice) contained in the curriculum are involving numerous risks in a technical laboratory and evaluation of the security level. The paper treats the audit of compliance in a technical laboratory and evaluation of the security level.","law number specifies requirement be observe romanian institution therefore educational institution include risk evaluation education process student as well teacher represent legal requirement be observe imst faculty polytechnica university bucharest practical class laboratory practice contain curriculum be involve numerous risk technical laboratory evaluation security level paper treat audit compliance technical laboratory evaluation security level",en,3,proceedings-article,NULL,000273226200090,technical;observed;security;level;institutions;laboratory;evaluation,"technical observe security level institution laboratory evaluation",en,"Gheorghe, Solomon; Marilena, Gheorghe; Stefan Petru, Funar",NULL,"security level,technical laboratory,health at work process for quality improvement,management system implementation in technical university,laboratory,imst faculty from polytechnica university,education process for student,quality improvement in student,practical class laboratory practice,university,evaluation,process,audit of compliance,field of security,health at work,law number,risk evaluation,romanian institution,educational institution,legal requirement,numerous risk,technical university,security,health,work,class,student,health at work process,implementation in technical university,class laboratory,requirement,institution,risk,teacher,curriculum,paper,management,system,implementation,process for quality",en
916,61574,"MANUFACTURING ARCHITECTURE DIAGNOSIS USING DISCRETE MATERIAL FLOW MANAGEMENT","manufacturing architecture diagnosis use discrete material flow management",en,"All manufacturing architectures are facing flow concentrators problems. In this paper we focused our attention on a chest freezer manufacturing architecture divided in several assembly areas. We used WITNESS simulation software in order to create and simulate a model representing the studied architecture. Based on productivity increasement criteria our goal is to identify material flow concentrators that slow down and / or block the flow, thus diagnose the preliminary manufacturing architecture. As a next step, the concentrators will be eliminated and the architecture optimised.","manufacturing architecture be face flow concentrators problem paper focus attention chest freezer manufacturing architecture divide several assembly area use witness simulation software order create simulate model represent studied architecture base productivity increasement criterion goal be identify material flow concentrators slow down block flow thus diagnose preliminary manufacturing architecture next step concentrators be eliminate architecture optimise",en,4,proceedings-article,,000392423800048,"manufacturing architecture; manufacturing times; productivity","manufacturing architecture manufacture time productivity",en,"Ioana-Catalina, Enache; Florina, Chiscop; Ionel, Simion; Stefan Petru, Funar",NULL,NULL,en
549,62616,"EXPERIMENTAL RESEARCHES ON THE DETERMINATION OF THE EFFECTIVE EFFICIENCY OF A NEW TYPE OF VOLUMETRIC PUMP WITH PROFILED ROTORS","experimental research determination effective efficiency new type volumetric pump profiled rotor",en,"The paper presents an experimental scheme performed in the laboratory of Thermotechnics, Engines, Thermic and Refrigeration Plants Department of Politehnica University of Bucharest. The purpose of the installation is to specify the effective efficiency of a new type of rotating positive displacement pump rotors profiled after the conducted experimental measurements.","paper present experimental scheme perform laboratory thermotechnics engine thermic refrigeration plant department politehnica university bucharest purpose installation be specify effective efficiency new type rotate positive displacement pump rotor profile conducted experimental measurement",en,5,journal-article,NULL,NULL,experimental,experimental,en,"Gheorghe, Gheorghe; Daniel, Besnea; Nicolae, Baran; Mihaela, Constantin; Malik N, Hawas",NULL,"effective efficiency,type of volumetric pump with profiled rotor,refrigeration plant department of politehnica university,new type of volumetric pump,laboratory of thermotechnics engine,positive displacement pump rotor,pump,conducted experimental measurement,refrigeration plant,experimental scheme,new type,experimental research,refrigeration,plant,type,rotor,displacement,department,displacement pump,volumetric pump,paper,politehnica,purpose,installation,determination,department of politehnica,refrigeration plant department",en
854,63865,"Comparing calculated, experimental and finite element analysis punch forces for the same lenght punched contours but with different geometry","compare calculate experimental finite element analysis punch force same lenght punch contour different geometry",en,"When is calculated the punching force is taken into account only the length of contour and not its form. In this case, the pressing force for the contours with the same length, but with different geometries (circle, square, hexagon, triangle and shearing) may have different values. To demonstrate this hypothesis were made experimental tests which demonstrated this supposition. Also, this hypothesis was verified using the finite element analysis (FEA) in order to show the possible differences and to view the material behaviour during punching process. The calculated punching force, the experimental obtained punching force and the force determined using FEA were centralized into a table and were made graphics that show the variation of punch force according with the geometry of punched contour. The analysed materials are AISI 304, DC01, Al99.8 and Brass. The software used to make the finite element analysis is Deform 3D version 6.1 (service pack 2).","be calculate punching force be take account only length contour not form case pressing force contour same length different geometry circle square hexagon triangle shearing have different value demonstrate hypothesis be make experimental test demonstrate supposition also hypothesis be verify use finite element analysis fea order show possible difference view material behaviour punch process calculated punching force experimental obtain punch force force determine use fea be centralize table be make graphic show variation punch force accord geometry punched contour analysed material be aisi dc01 al99 brass software use make finite element analysis be deform version service pack",en,4,proceedings-article,10.1051/matecconf/201712104010,000435283800062,fea;experimental;calculated;element;made;finite;analysis;show;length;contour;hypothesis;punching;force,"fea experimental calculate element make finite analysis show length contour hypothesis punch force",en,"Stelian, Utuleanu; Aurelian, Vlase; Gheorghe, Sindila; Nicolae, Capatana",NULL,"force,element analysis,finite element analysis,finite element,element,analysis,different geometry,finite element analysis fea in order,finite element analysis punch force,deform d version service pack,fea,version,variation of punch force,punch,version service,d version,contour,hypothesis,service,length of contour,square hexagon triangle,calculated punching force,aisi dc al,punching force,pressing force,material behaviour,same length,different value,experimental test,possible difference,analysed material,same lenght,punching,element analysis fea,element analysis punch,d version service,account,length,form,case,geometry,shearing,supposition,order,material,process,table,graphic,software,pack,fea in order,version service pack,deform d version",en
854,63866,"Determination of geometry influence over the extrusion force using finite element method","determination geometry influence extrusion force use finite element method",en,"When it is calculated the extrusion force it is taken into account only the surfaces of the blank and of the desired extruded geometry. But different geometries with the same areas may have different force values. To prove this supposition there were made simulations using finite element method (FEM) for direct extrusion process. The software used was Deform 3D version 6.1 (service pack 2) and material was selected from the software database (Al 99.8). The thickness of the blank is 5.5 mm and its diameter of 12 mm, resulting an area of 113.04 square mm. After the extrusion will be obtained different geometries with an area of 43.30 square mm. Results an extrusion ratio of 2.61. We have 5 dfferent geometries: a circle with a diameter of 7.4251 mm, a square with sides of 6.5804 mm, a rectangle with 8.66 x 5 mm dimensions, an equilateral triangle with 10 mm side and a hexagon with 4.0825 mm sides. After the results were analyzed there was a difference of 8% between the minimum and maximum forces registered during simulations, that confirmed our supposition. The research will continue with different extrusion ratio and with other materials. After the simulation research using finite element method has been finished, we were able to design dies for these geometries and using a data acquisition system based on National Instruments technologies, we will be able to use the extrusion dies in laboratories experiments together with the students.","be calculate extrusion force be take account only surface blank desire extruded geometry different geometry same area have different force value prove supposition be make simulation use finite element method fem direct extrusion process software use be deform version service pack material be select software database al thickness blank be mm diameter mm result area square mm extrusion be obtain different geometry area square mm result extrusion ratio have dfferent geometry circle diameter mm square side mm rectangle x mm dimension equilateral triangle mm side hexagon mm side result be analyze be difference minimum maximum force register simulation confirm supposition research continue different extrusion ratio other material simulation research use finite element method have be finish be able design dy geometry use data acquisition system base national instrument be able use extrusion die laboratory experiment together student",en,4,proceedings-article,NULL,000419928200049,"cold extrusion; simulation; Deform 3D; geometry influence; aluminium","cold extrusion simulation deform geometry influence aluminium",en,"Stelian, Utuleanu; Aurelian, Vlase; Gheorghe, Sindila; Cristian, Boboc",NULL,"extrusion,mm,geometry,diameter of mm,finite element method,element method,force,extrusion force,different geometry,element,method,side,method fem for direct extrusion process,element method fem for direct extrusion,square with side of mm,rectangle with x mm dimension,area of square mm result,equilateral triangle with mm side,deform d version service pack,finite element,direct extrusion,version,hexagon with mm side,determination of geometry influence,area of square mm,finite element method fem,version service,d version,blank,area,supposition,simulation,service,result,data acquisition system,different force value,different extrusion ratio,square mm,fem for direct extrusion,extrusion process,software database,extrusion ratio,simulation research,laboratory experiment,extruded geometry,same area,dfferent geometry,maximum force,other material,national instrument,process,d version service,fem,account,surface,software,pack,material,thickness,ratio,circle,square,rectangle,difference,minimum,research,dy,student,rectangle with x,version service pack,direct extrusion process,deform d version",en
